,drug_row,drug_col,DepMap_ID,synergy_loewe
1608,MRK003,Deforolimus,ACH-000115,9.284740373458916
1609,MRK003,paclitaxel,ACH-000115,-3.16339551379646
1610,MRK003,391210-10-9,ACH-000115,8.05226581551578
1611,MRK003,7-Ethyl-10-hydroxycamptothecin,ACH-000115,7.24457985269976
1612,MRK003,Sorafenib,ACH-000115,11.2261020310563
1613,MRK003,Sunitinib,ACH-000115,10.4682046645651
1614,MRK003,temozolomide,ACH-000115,-10.63395612957908
1615,MRK003,topotecan,ACH-000115,3.9372577566846
1616,MRK003,vinblastine,ACH-000115,8.47633864322572
1617,Eloxatin (TN),891494-63-6,ACH-000115,3.80674622805427
1618,Eloxatin (TN),Sorafenib,ACH-000115,-3.9953682195357496
1619,paclitaxel,Veliparib,ACH-000115,-45.894481602852096
1620,paclitaxel,Bortezomib,ACH-000115,-7.485774807902725
1621,paclitaxel,Dasatinib,ACH-000115,-17.978332799305
1622,paclitaxel,Erlotinib,ACH-000115,-20.357699635770203
1623,paclitaxel,L-778123 free base,ACH-000115,-10.405010650797891
1624,paclitaxel,Lapatinib,ACH-000115,-19.1017386529686
1625,paclitaxel,MK-2206,ACH-000115,5.542062933648239
1626,paclitaxel,Niraparib,ACH-000115,-12.8708877298443
1627,paclitaxel,Deforolimus,ACH-000115,-3.46439769028753
1628,paclitaxel,891494-63-6,ACH-000115,-4.1455322277439794
1629,paclitaxel,391210-10-9,ACH-000115,-31.1077015607149
1630,paclitaxel,Sorafenib,ACH-000115,-1.92911047931272
1631,paclitaxel,Sunitinib,ACH-000115,-8.51021379820262
1632,paclitaxel,temozolomide,ACH-000115,-50.4178786703189
1633,paclitaxel,Vorinostat,ACH-000115,3.19096924685324
1634,391210-10-9,Bortezomib,ACH-000115,-34.536379247420854
1635,391210-10-9,Dinaciclib,ACH-000115,-10.0610759251128
1636,391210-10-9,Sorafenib,ACH-000115,7.25310590179404
1637,7-Ethyl-10-hydroxycamptothecin,Dinaciclib,ACH-000115,-2.82865290849856
1638,7-Ethyl-10-hydroxycamptothecin,891494-63-6,ACH-000115,4.111169811931675
1639,7-Ethyl-10-hydroxycamptothecin,Sorafenib,ACH-000115,8.0924563520816
1640,Sorafenib,Dinaciclib,ACH-000115,-10.4969667956784
1641,Sunitinib,MK-1775,ACH-000115,-10.553266332985705
1642,Sunitinib,915019-65-7,ACH-000115,12.3111561369876
1643,Sunitinib,Dasatinib,ACH-000115,13.8211499015941
1644,Sunitinib,Erlotinib,ACH-000115,6.24057041636443
1645,Sunitinib,Lapatinib,ACH-000115,13.6981688893492
1646,Sunitinib,Niraparib,ACH-000115,8.04269013967056
1647,Sunitinib,MK-5108,ACH-000115,-8.90049997974172
1648,Sunitinib,Deforolimus,ACH-000115,9.048423802656451
1649,Sunitinib,891494-63-6,ACH-000115,9.03345167271937
1650,Sunitinib,391210-10-9,ACH-000115,7.86109967714042
1651,Sunitinib,7-Ethyl-10-hydroxycamptothecin,ACH-000115,13.4726057463254
1652,Sunitinib,Sorafenib,ACH-000115,-3.64368507428915
1653,Sunitinib,temozolomide,ACH-000115,-16.3247140077806
1654,temozolomide,MK-1775,ACH-000115,-51.3661797163179
1655,temozolomide,915019-65-7,ACH-000115,-36.3310676995401
1656,temozolomide,Bortezomib,ACH-000115,-48.4680104563913
1657,temozolomide,Dasatinib,ACH-000115,-11.310000299299
1658,temozolomide,Dinaciclib,ACH-000115,-63.3023399110672
1659,temozolomide,Erlotinib,ACH-000115,-10.433909242331296
1660,temozolomide,geldanamycin,ACH-000115,-59.4014565205945
1661,temozolomide,Lapatinib,ACH-000115,-9.271193320781698
1662,temozolomide,MK-2206,ACH-000115,-42.0427103815017
1663,temozolomide,Niraparib,ACH-000115,-8.44943093991526
1664,temozolomide,MK-5108,ACH-000115,-82.67809687428979
1665,temozolomide,891494-63-6,ACH-000115,-15.3907596887026
1666,temozolomide,Eloxatin (TN),ACH-000115,-30.7256797112337
1667,temozolomide,7-Ethyl-10-hydroxycamptothecin,ACH-000115,-8.477769287945826
1668,temozolomide,Sorafenib,ACH-000115,-42.149813130914
1669,temozolomide,topotecan,ACH-000115,-34.8552212409774
1670,topotecan,915019-65-7,ACH-000115,6.83711331944917
1671,vinblastine,Veliparib,ACH-000115,-71.6270635396376
1672,vinblastine,MK-1775,ACH-000115,-16.8958007788123
1673,vinblastine,Bortezomib,ACH-000115,-4.03512779105548
1674,vinblastine,Dinaciclib,ACH-000115,-6.05047061343431
1675,vinblastine,Erlotinib,ACH-000115,16.8784408532374
1676,vinblastine,geldanamycin,ACH-000115,-20.4475732631914
1677,vinblastine,L-778123 free base,ACH-000115,12.1203816041902
1678,vinblastine,MK-2206,ACH-000115,-3.698539080915655
1679,vinblastine,Niraparib,ACH-000115,-19.9818262980993
1680,vinblastine,391210-10-9,ACH-000115,-11.4894641388034
1681,vinblastine,temozolomide,ACH-000115,-80.71140751907399
1682,vinorelbine,Veliparib,ACH-000115,-48.130913205824
1683,vinorelbine,915019-65-7,ACH-000115,-4.9266241705510705
1684,vinorelbine,Bortezomib,ACH-000115,-3.609523923756995
1685,vinorelbine,Dasatinib,ACH-000115,-21.1502824754969
1686,vinorelbine,Dinaciclib,ACH-000115,-4.53544933495407
1687,vinorelbine,geldanamycin,ACH-000115,-9.92030725670449
1688,vinorelbine,Niraparib,ACH-000115,-14.7408456427557
1689,vinorelbine,Deforolimus,ACH-000115,-9.694740645156724
1690,vinorelbine,891494-63-6,ACH-000115,-4.55883749600305
1691,vinorelbine,391210-10-9,ACH-000115,-34.900658032935
1692,vinorelbine,Sunitinib,ACH-000115,-7.447917911138591
1693,vinorelbine,temozolomide,ACH-000115,-51.5696500460678
1694,Vorinostat,Veliparib,ACH-000115,-28.4353551430007
1695,Vorinostat,Bortezomib,ACH-000115,5.660070937933165
1696,Vorinostat,Dinaciclib,ACH-000115,-4.774905407536455
1697,Vorinostat,Erlotinib,ACH-000115,11.7663287600683
1698,Vorinostat,geldanamycin,ACH-000115,7.617037688793506
1699,Vorinostat,gemcitabine,ACH-000115,3.28734312097122
1700,Vorinostat,Lapatinib,ACH-000115,3.22538387329635
1701,Vorinostat,MK-2206,ACH-000115,13.7807515945329
1702,Vorinostat,Niraparib,ACH-000115,-2.6205833535405096
1703,Vorinostat,MK-5108,ACH-000115,1.348179294637545
1704,Vorinostat,Eloxatin (TN),ACH-000115,8.801666976676781
1705,Vorinostat,391210-10-9,ACH-000115,8.585491844122584
1706,Vorinostat,7-Ethyl-10-hydroxycamptothecin,ACH-000115,10.613305692492
1707,Vorinostat,Sunitinib,ACH-000115,-5.43343588480293
1708,Vorinostat,temozolomide,ACH-000115,-57.3847327973435
1709,Vorinostat,topotecan,ACH-000115,9.82174962228202
1710,5-Fluorouracil,915019-65-7,ACH-000147,9.35501542669774
1711,5-Fluorouracil,Bortezomib,ACH-000147,-10.78051950094555
1712,5-Fluorouracil,geldanamycin,ACH-000147,9.504203371831025
1713,5-Fluorouracil,L-778123 free base,ACH-000147,12.1860819916606
1714,5-Fluorouracil,Deforolimus,ACH-000147,6.36921618613041
1715,5-Fluorouracil,391210-10-9,ACH-000147,7.76288152523031
1716,5-Fluorouracil,temozolomide,ACH-000147,-14.847741847361501
1717,Veliparib,Dinaciclib,ACH-000147,-18.9696015230957
1718,Veliparib,7-Ethyl-10-hydroxycamptothecin,ACH-000147,-22.6127607561152
1719,Veliparib,topotecan,ACH-000147,-5.6494353663504295
1720,MK-1775,915019-65-7,ACH-000147,16.9569773621477
1721,MK-1775,Bortezomib,ACH-000147,-11.598339660937409
1722,MK-1775,Niraparib,ACH-000147,10.7026920199883
1723,MK-1775,MK-5108,ACH-000147,10.15041849168999
1724,MK-1775,Deforolimus,ACH-000147,8.8148902462452
1725,MK-1775,7-Ethyl-10-hydroxycamptothecin,ACH-000147,-7.73999653402971
1726,MK-1775,Sorafenib,ACH-000147,8.55364085398851
1727,MK-1775,topotecan,ACH-000147,-3.5312106304136703
1728,915019-65-7,Dinaciclib,ACH-000147,10.7962500286067
1729,915019-65-7,Eloxatin (TN),ACH-000147,13.314280950591598
1730,915019-65-7,Sorafenib,ACH-000147,12.4145924939966
1731,Bortezomib,Veliparib,ACH-000147,-43.2559660524417
1732,Bortezomib,Dasatinib,ACH-000147,-7.68152117853143
1733,Bortezomib,Dinaciclib,ACH-000147,-9.979166013432305
1734,Bortezomib,geldanamycin,ACH-000147,-10.218341470896114
1735,Bortezomib,891494-63-6,ACH-000147,-33.4405812792195
1736,Bortezomib,topotecan,ACH-000147,-6.175430550664485
1737,Carboplatinum,Veliparib,ACH-000147,-8.717659779172429
1738,Carboplatinum,915019-65-7,ACH-000147,7.56584217005317
1739,Carboplatinum,Dinaciclib,ACH-000147,-10.7389242723347
1740,Carboplatinum,temozolomide,ACH-000147,-49.404218919500394
1741,cyclophosphamide,915019-65-7,ACH-000147,-16.8350895865093
1742,cyclophosphamide,Bortezomib,ACH-000147,-65.73806219223695
1743,cyclophosphamide,Dinaciclib,ACH-000147,-27.864137407420998
1744,cyclophosphamide,geldanamycin,ACH-000147,-5.127949009182325
1745,Dasatinib,Veliparib,ACH-000147,-6.230668293402434
1746,Dasatinib,915019-65-7,ACH-000147,12.10719285084709
1747,Dasatinib,Deforolimus,ACH-000147,12.025291231795801
1748,dexamethasone,MK-1775,ACH-000147,-7.04699794241429
1749,dexamethasone,915019-65-7,ACH-000147,-21.9240895865093
1750,dexamethasone,Bortezomib,ACH-000147,-58.38099969223695
1751,dexamethasone,Dasatinib,ACH-000147,-15.6642532383519
1752,dexamethasone,Dinaciclib,ACH-000147,-36.529787063670994
1753,dexamethasone,Erlotinib,ACH-000147,-28.49745126959135
1754,dexamethasone,Lapatinib,ACH-000147,-18.284404418149002
1755,dexamethasone,MK-2206,ACH-000147,-9.886221458293415
1756,dexamethasone,MK-5108,ACH-000147,-7.408537462965295
1757,dexamethasone,Deforolimus,ACH-000147,-16.5964597668316
1758,dexamethasone,Sorafenib,ACH-000147,-10.198865046714705
1759,dexamethasone,Vorinostat,ACH-000147,-39.049288274896895
1760,Dinaciclib,891494-63-6,ACH-000147,-24.396139871785202
1761,doxorubicin,Veliparib,ACH-000147,-47.9979391621774
1762,doxorubicin,915019-65-7,ACH-000147,8.666246491537855
1763,doxorubicin,Erlotinib,ACH-000147,8.34125705693505
1764,doxorubicin,geldanamycin,ACH-000147,-30.038577796643402
1765,doxorubicin,L-778123 free base,ACH-000147,-10.862355653262199
1766,doxorubicin,Lapatinib,ACH-000147,10.886236954644504
1767,doxorubicin,MK-2206,ACH-000147,7.734684602187359
1768,doxorubicin,Niraparib,ACH-000147,-22.026078837775202
1769,doxorubicin,MK-5108,ACH-000147,-9.50615020558182
1770,doxorubicin,Deforolimus,ACH-000147,14.5565059303533
1771,doxorubicin,891494-63-6,ACH-000147,-44.8927234274693
1772,doxorubicin,Sorafenib,ACH-000147,-6.186069671436336
1773,doxorubicin,Sunitinib,ACH-000147,-59.226139127092196
1774,doxorubicin,temozolomide,ACH-000147,-56.6769684422369
1775,doxorubicin,Vorinostat,ACH-000147,9.709555246229986
1776,Erlotinib,Veliparib,ACH-000147,-22.8155757342799
1777,Erlotinib,915019-65-7,ACH-000147,12.1683376838585
1778,Erlotinib,Deforolimus,ACH-000147,13.801969051568499
1779,Erlotinib,891494-63-6,ACH-000147,-7.05264619357514
1780,etoposide,Veliparib,ACH-000147,-9.410482427767601
1781,etoposide,915019-65-7,ACH-000147,8.63287773088081
1782,etoposide,Deforolimus,ACH-000147,6.327386804937095
1783,etoposide,391210-10-9,ACH-000147,8.510315288213775
1784,etoposide,Sunitinib,ACH-000147,-16.455539883803098
1785,etoposide,temozolomide,ACH-000147,-34.9015380212874
1786,etoposide,Vorinostat,ACH-000147,9.68893663710465
1787,geldanamycin,7-Ethyl-10-hydroxycamptothecin,ACH-000147,-7.571296204005045
1788,geldanamycin,Sorafenib,ACH-000147,8.9572971866509
1789,gemcitabine,Veliparib,ACH-000147,-28.0041002393664
1790,gemcitabine,915019-65-7,ACH-000147,12.6095257439667
1791,gemcitabine,geldanamycin,ACH-000147,-27.2935043666389
1792,gemcitabine,Lapatinib,ACH-000147,7.91113194934682
1793,gemcitabine,MK-2206,ACH-000147,12.722636202695716
1794,gemcitabine,Deforolimus,ACH-000147,12.9933608769285
1795,gemcitabine,891494-63-6,ACH-000147,-13.141706348728
1796,gemcitabine,391210-10-9,ACH-000147,-7.9505197038796105
1797,gemcitabine,Sunitinib,ACH-000147,-30.000355587331
1798,gemcitabine,temozolomide,ACH-000147,-20.0059401572491
1799,L-778123 free base,Veliparib,ACH-000147,-5.9892153990971195
1800,L-778123 free base,915019-65-7,ACH-000147,17.4404223698412
1801,L-778123 free base,Bortezomib,ACH-000147,-12.816936782788101
1802,L-778123 free base,Dasatinib,ACH-000147,13.6449313798717
1803,L-778123 free base,geldanamycin,ACH-000147,6.92210323906688
1804,L-778123 free base,Niraparib,ACH-000147,11.12615435334822
1805,L-778123 free base,MK-5108,ACH-000147,4.463637984188145
1806,L-778123 free base,Deforolimus,ACH-000147,17.8994682148702
1807,L-778123 free base,Sunitinib,ACH-000147,12.4302358307242
1808,L-778123 free base,topotecan,ACH-000147,5.84260404880581
1809,Lapatinib,Veliparib,ACH-000147,-7.56065010802854
1810,Lapatinib,915019-65-7,ACH-000147,13.5621730289418
1811,Lapatinib,Bortezomib,ACH-000147,-12.7164784587088
1812,Lapatinib,Dasatinib,ACH-000147,6.24893747137297
1813,Lapatinib,891494-63-6,ACH-000147,-17.5092953610501
1814,Lapatinib,Sorafenib,ACH-000147,11.3416459251094
1815,metformin,Bortezomib,ACH-000147,-22.5481082243159
1816,metformin,Erlotinib,ACH-000147,-47.1211844656951
1817,metformin,Lapatinib,ACH-000147,-9.39438734812801
1818,metformin,391210-10-9,ACH-000147,6.26987344333443
1819,methotrexate,Veliparib,ACH-000147,-52.8726054305488
1820,methotrexate,MK-1775,ACH-000147,-11.6477878706536
1821,methotrexate,915019-65-7,ACH-000147,-6.4504829007258
1822,methotrexate,Bortezomib,ACH-000147,-7.94398888780745
1823,methotrexate,Dasatinib,ACH-000147,-7.0437764986812255
1824,methotrexate,geldanamycin,ACH-000147,-21.65005179789545
1825,methotrexate,L-778123 free base,ACH-000147,-18.9205373368281
1826,methotrexate,Lapatinib,ACH-000147,-9.66220741282483
1827,methotrexate,891494-63-6,ACH-000147,-53.0346848468255
1828,methotrexate,391210-10-9,ACH-000147,-8.933612635859486
1829,methotrexate,Sorafenib,ACH-000147,-8.992677601955435
1830,methotrexate,Sunitinib,ACH-000147,-51.430770065607305
1831,methotrexate,temozolomide,ACH-000147,-65.7417712253355
1832,mitomycin C,Veliparib,ACH-000147,-24.541602623188098
1833,mitomycin C,915019-65-7,ACH-000147,10.5267980487782
1834,mitomycin C,Bortezomib,ACH-000147,-14.3507311727381
1835,mitomycin C,Lapatinib,ACH-000147,7.44695766845385
1836,mitomycin C,MK-2206,ACH-000147,4.22761208815991
1837,mitomycin C,MK-5108,ACH-000147,-8.13786315045282
1838,mitomycin C,Deforolimus,ACH-000147,5.755187840423655
1839,mitomycin C,891494-63-6,ACH-000147,-22.0004555302026
1840,mitomycin C,Sunitinib,ACH-000147,-25.5981687408428
1841,mitomycin C,temozolomide,ACH-000147,-41.3380372363809
1842,MK-2206,915019-65-7,ACH-000147,12.2196157679553
1843,MK-2206,Bortezomib,ACH-000147,-10.8394067941901
1844,MK-2206,Dinaciclib,ACH-000147,5.39009618983535
1845,MK-2206,Sorafenib,ACH-000147,12.3222871468585
1846,MK-2206,topotecan,ACH-000147,12.8039632590548
1847,MK-4541,Bortezomib,ACH-000147,-12.5431243578971
1848,MK-4541,Dinaciclib,ACH-000147,-12.0788636357597
1849,MK-4541,doxorubicin,ACH-000147,-32.9794844766108
1850,MK-4541,gemcitabine,ACH-000147,-23.214871074827748
1851,MK-4541,methotrexate,ACH-000147,-24.1351293817839
1852,MK-4541,paclitaxel,ACH-000147,-18.76442611733245
1853,MK-4541,Sorafenib,ACH-000147,5.39380432071096
1854,MK-4541,Sunitinib,ACH-000147,20.3303094898777
1855,MK-4541,temozolomide,ACH-000147,-17.5163682859893
1856,MK-4541,vinblastine,ACH-000147,-37.7284412272531
1857,Niraparib,915019-65-7,ACH-000147,11.8379471317173
1858,Niraparib,geldanamycin,ACH-000147,3.61433810707757
1859,Niraparib,MK-2206,ACH-000147,6.9888446658963
1860,Niraparib,Deforolimus,ACH-000147,12.0487811254285
1861,Niraparib,Sorafenib,ACH-000147,9.94976874601471
1862,MK-5108,915019-65-7,ACH-000147,13.4872498495048
1863,MK-5108,Bortezomib,ACH-000147,-11.51538304126652
1864,MK-5108,Dinaciclib,ACH-000147,-5.356327064151316
1865,MK-5108,geldanamycin,ACH-000147,10.7625630170842
1866,MK-5108,Niraparib,ACH-000147,10.805118779214286
1867,MK-5108,Deforolimus,ACH-000147,10.600112769478715
1868,MK-5108,Sorafenib,ACH-000147,9.60678962298528
1869,Deforolimus,915019-65-7,ACH-000147,23.935718511664952
1870,Deforolimus,Dinaciclib,ACH-000147,11.3394440690778
1871,Deforolimus,geldanamycin,ACH-000147,8.315527055161095
1872,Deforolimus,Sorafenib,ACH-000147,12.7353459811861
1873,Deforolimus,topotecan,ACH-000147,10.86486129038572
1874,MRK003,Veliparib,ACH-000147,-7.39698507151562
1875,MRK003,MK-1775,ACH-000147,6.35093568551965
1876,MRK003,915019-65-7,ACH-000147,12.1296155481827
1877,MRK003,Bortezomib,ACH-000147,-8.260808436756415
1878,MRK003,Carboplatinum,ACH-000147,-8.15614480968928
1879,MRK003,dexamethasone,ACH-000147,-15.3699225715156
1880,MRK003,L-778123 free base,ACH-000147,7.47593373155553
1881,MRK003,Lapatinib,ACH-000147,9.247198856170211
1882,MRK003,MK-2206,ACH-000147,12.6405407071266
1883,MRK003,Niraparib,ACH-000147,12.0326522692849
1884,MRK003,Deforolimus,ACH-000147,13.298024335558
1885,MRK003,paclitaxel,ACH-000147,8.3157767519639
1886,MRK003,391210-10-9,ACH-000147,8.274863235442655
1887,MRK003,7-Ethyl-10-hydroxycamptothecin,ACH-000147,3.325660576063095
1888,MRK003,Sorafenib,ACH-000147,7.82212431381069
1889,MRK003,Sunitinib,ACH-000147,10.5869816340014
1890,MRK003,temozolomide,ACH-000147,-29.131268419120502
1891,MRK003,topotecan,ACH-000147,7.00579693158269
1892,paclitaxel,Veliparib,ACH-000147,-25.7742762689156
1893,paclitaxel,MK-1775,ACH-000147,-13.3349776431611
1894,paclitaxel,915019-65-7,ACH-000147,10.275093220599981
1895,paclitaxel,Dasatinib,ACH-000147,6.9684558021260194
1896,paclitaxel,geldanamycin,ACH-000147,-16.428995213994902
1897,paclitaxel,Niraparib,ACH-000147,-15.381426235621799
1898,paclitaxel,891494-63-6,ACH-000147,-22.228692529227
1899,paclitaxel,391210-10-9,ACH-000147,-9.97275911147752
1900,paclitaxel,Sorafenib,ACH-000147,4.55303782819938
1901,paclitaxel,Sunitinib,ACH-000147,-24.3576795810688
1902,paclitaxel,temozolomide,ACH-000147,-31.7335082402559
1903,paclitaxel,Vorinostat,ACH-000147,7.5668268285743
1904,391210-10-9,915019-65-7,ACH-000147,8.01910797957181
1905,391210-10-9,Bortezomib,ACH-000147,-7.1501789762808095
1906,391210-10-9,Sorafenib,ACH-000147,15.0279075878206
1907,391210-10-9,topotecan,ACH-000147,4.4569343427903
1908,Sorafenib,Dinaciclib,ACH-000147,6.18020805814736
1909,Sorafenib,891494-63-6,ACH-000147,9.0998989729882
1910,Sunitinib,Veliparib,ACH-000147,18.5609696675006
1911,Sunitinib,MK-1775,ACH-000147,9.957455597747316
1912,Sunitinib,915019-65-7,ACH-000147,2.27024786636726
1913,Sunitinib,Bortezomib,ACH-000147,-25.4666304661323
1914,Sunitinib,geldanamycin,ACH-000147,15.3437142327963
1915,Sunitinib,MK-2206,ACH-000147,5.47308139994437
1916,Sunitinib,Niraparib,ACH-000147,17.104859175847402
1917,Sunitinib,Deforolimus,ACH-000147,12.3428041922336
1918,Sunitinib,891494-63-6,ACH-000147,16.4179624755227
1919,Sunitinib,391210-10-9,ACH-000147,14.559358634300999
1920,Sunitinib,7-Ethyl-10-hydroxycamptothecin,ACH-000147,-37.3009528423307
1921,Sunitinib,Sorafenib,ACH-000147,14.3459498220824
1922,Sunitinib,topotecan,ACH-000147,-18.5575478834188
1923,temozolomide,Veliparib,ACH-000147,6.37638230055878
1924,temozolomide,MK-1775,ACH-000147,-10.339767009551604
1925,temozolomide,915019-65-7,ACH-000147,-17.9771245602518
1926,temozolomide,Bortezomib,ACH-000147,-61.8699059422369
1927,temozolomide,Dasatinib,ACH-000147,-12.946838237061499
1928,temozolomide,Dinaciclib,ACH-000147,-30.9374120703953
1929,temozolomide,Erlotinib,ACH-000147,-63.132522658351895
1930,temozolomide,geldanamycin,ACH-000147,-4.468725639385919
1931,temozolomide,Lapatinib,ACH-000147,-26.4399312174463
1932,temozolomide,MK-5108,ACH-000147,-14.2832515715842
1933,temozolomide,Deforolimus,ACH-000147,-13.37048547060665
1934,temozolomide,Sorafenib,ACH-000147,-16.4446420184617
1935,temozolomide,topotecan,ACH-000147,-6.06627509519907
1936,topotecan,915019-65-7,ACH-000147,13.9756635807037
1937,topotecan,891494-63-6,ACH-000147,-22.8600762108944
1938,topotecan,Sorafenib,ACH-000147,3.22359596669608
1939,vinblastine,MK-1775,ACH-000147,-13.8400959365072
1940,vinblastine,Niraparib,ACH-000147,-11.3643853017705
1941,vinblastine,Deforolimus,ACH-000147,11.2775412415013
1942,vinblastine,891494-63-6,ACH-000147,-64.2867685633347
1943,vinblastine,Sorafenib,ACH-000147,-3.490127389275875
1944,vinblastine,Sunitinib,ACH-000147,-69.5245877440518
1945,vinblastine,temozolomide,ACH-000147,-92.63752397052559
1946,vinblastine,Vorinostat,ACH-000147,5.568091048913325
1947,vinorelbine,Veliparib,ACH-000147,-22.018267444149
1948,vinorelbine,915019-65-7,ACH-000147,13.169158262356401
1949,vinorelbine,Bortezomib,ACH-000147,-8.07374155884491
1950,vinorelbine,Dasatinib,ACH-000147,10.693945163003585
1951,vinorelbine,891494-63-6,ACH-000147,-21.5322288717184
1952,vinorelbine,Sunitinib,ACH-000147,-13.984587938917699
1953,vinorelbine,temozolomide,ACH-000147,-18.4053711774832
1954,Vorinostat,Veliparib,ACH-000147,-29.6626930500827
1955,Vorinostat,MK-1775,ACH-000147,11.511011878772901
1956,Vorinostat,915019-65-7,ACH-000147,11.2117834991754
1957,Vorinostat,gemcitabine,ACH-000147,9.940251331612906
1958,Vorinostat,MK-5108,ACH-000147,6.910178179558351
1959,Vorinostat,Deforolimus,ACH-000147,9.56006059387258
1960,Vorinostat,891494-63-6,ACH-000147,-22.7423732777342
1961,Vorinostat,391210-10-9,ACH-000147,6.998563824134045
1962,Vorinostat,Sorafenib,ACH-000147,-6.43351786882608
1963,Vorinostat,Sunitinib,ACH-000147,-14.6528793525985
1964,Vorinostat,temozolomide,ACH-000147,-66.5789619597616
1965,Vorinostat,topotecan,ACH-000147,13.157146002103001
1966,915019-65-7,7-Ethyl-10-hydroxycamptothecin,ACH-000147,5.96535156805909
1967,Carboplatinum,Vorinostat,ACH-000147,-3.5241853148745204
1968,cyclophosphamide,Erlotinib,ACH-000147,-22.1307012695913
1969,cyclophosphamide,Lapatinib,ACH-000147,-9.28621691814898
1970,cyclophosphamide,MK-2206,ACH-000147,-12.0727527082934
1971,cyclophosphamide,Niraparib,ACH-000147,-10.818965176380795
1972,cyclophosphamide,Deforolimus,ACH-000147,-19.003741016831597
1973,cyclophosphamide,Sorafenib,ACH-000147,-10.5736462967147
1974,cyclophosphamide,Sunitinib,ACH-000147,10.0979907268413
1975,cyclophosphamide,Vorinostat,ACH-000147,-32.8837882748969
1976,metformin,Dinaciclib,ACH-000147,-9.722037060191605
1977,metformin,MK-2206,ACH-000147,-6.1371109503064805
1978,metformin,Sunitinib,ACH-000147,15.9635220429153
1979,metformin,Vorinostat,ACH-000147,-20.418249903653802
1980,MK-2206,Eloxatin (TN),ACH-000147,-11.659915226041395
1981,MK-4541,metformin,ACH-000147,6.312150174422065
1982,MK-4541,7-Ethyl-10-hydroxycamptothecin,ACH-000147,-14.767529992861999
1983,Niraparib,Eloxatin (TN),ACH-000147,-9.08591090286683
1984,MRK003,cyclophosphamide,ACH-000147,-17.7281413215156
1985,MRK003,metformin,ACH-000147,-12.973826502435
1986,MRK003,Eloxatin (TN),ACH-000147,-13.570600247295399
1987,Eloxatin (TN),Dinaciclib,ACH-000147,-4.278903294708005
1988,Eloxatin (TN),891494-63-6,ACH-000147,-6.69059630152624
1989,Eloxatin (TN),Sorafenib,ACH-000147,-9.02889934840471
1990,7-Ethyl-10-hydroxycamptothecin,Dinaciclib,ACH-000147,-8.00772093050564
1991,7-Ethyl-10-hydroxycamptothecin,891494-63-6,ACH-000147,-59.008900238874105
1992,Sunitinib,Eloxatin (TN),ACH-000147,-9.40578355108277
1993,temozolomide,Eloxatin (TN),ACH-000147,-35.426313220829
1994,temozolomide,7-Ethyl-10-hydroxycamptothecin,ACH-000147,-56.8053651108126
1995,vinblastine,Veliparib,ACH-000147,-80.4027453448511
1996,vinblastine,915019-65-7,ACH-000147,3.2317837401391802
1997,vinblastine,Bortezomib,ACH-000147,-9.67031044776282
1998,vinblastine,geldanamycin,ACH-000147,-40.6307668903457
1999,vinblastine,L-778123 free base,ACH-000147,-11.4156435559432
2000,vinblastine,391210-10-9,ACH-000147,-8.888883655907744
2001,Vorinostat,Eloxatin (TN),ACH-000147,-7.894129156200885
2002,5-Fluorouracil,Veliparib,ACH-000219,-21.06167905761
2003,5-Fluorouracil,Bortezomib,ACH-000219,-13.6894856400083
2004,5-Fluorouracil,Dinaciclib,ACH-000219,-9.15428396566716
2005,5-Fluorouracil,geldanamycin,ACH-000219,4.32513004719577
2006,5-Fluorouracil,L-778123 free base,ACH-000219,7.42291174491575
2007,5-Fluorouracil,Niraparib,ACH-000219,1.374851811683158
2008,5-Fluorouracil,391210-10-9,ACH-000219,-3.33897372154328
2009,5-Fluorouracil,temozolomide,ACH-000219,-23.0158534550304
2010,Veliparib,915019-65-7,ACH-000219,-28.7202067958763
2011,Veliparib,Dinaciclib,ACH-000219,-56.2682125326163
2012,Veliparib,geldanamycin,ACH-000219,-29.7146246718876
2013,Veliparib,891494-63-6,ACH-000219,-16.8779707679911
2014,Veliparib,Eloxatin (TN),ACH-000219,-9.179429672065996
2015,Veliparib,7-Ethyl-10-hydroxycamptothecin,ACH-000219,-72.88724969223695
2016,Veliparib,topotecan,ACH-000219,-41.513961197959205
2017,MK-1775,Veliparib,ACH-000219,-46.6531282759816
2018,MK-1775,geldanamycin,ACH-000219,7.14278217067128
2019,MK-1775,Lapatinib,ACH-000219,-18.0657941577527
2020,MK-1775,MK-2206,ACH-000219,-24.3797825916194
2021,MK-1775,Niraparib,ACH-000219,10.3095517386348
2022,MK-1775,MK-5108,ACH-000219,-27.30376328860485
2023,MK-1775,Deforolimus,ACH-000219,15.5331563544499
2024,MK-1775,Eloxatin (TN),ACH-000219,-5.73343219531532
2025,MK-1775,391210-10-9,ACH-000219,4.80117046628278
2026,MK-1775,topotecan,ACH-000219,2.7139451359112
2027,915019-65-7,7-Ethyl-10-hydroxycamptothecin,ACH-000219,7.610039918351025
2028,915019-65-7,Sorafenib,ACH-000219,4.8418977893203
2029,Bortezomib,Veliparib,ACH-000219,-58.4946610720581
2030,Bortezomib,915019-65-7,ACH-000219,4.88623444206005
2031,Bortezomib,Dinaciclib,ACH-000219,-2.461807199170935
2032,Bortezomib,Eloxatin (TN),ACH-000219,-30.156026341245898
2033,Bortezomib,topotecan,ACH-000219,-20.4626281663298
